"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1545746","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Buoy 130 South","43.20606","-76.00087","reported","Accurate","Oneida","04140202","2017","9","6","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545731","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shack Soft 30","43.17912","-75.92561","reported","Accurate","Oneida","04140202","2017","9","11","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545743","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2017 30-3","43.20081","-75.89825","reported","Accurate","Oneida","04140202","2017","9","11","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545729","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Buoy 123","43.2021","-75.91863","reported","Accurate","Oneida","04140202","2016","9","8","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545720","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Cleveland","43.22718","-75.88503","reported","Accurate","Oneida","04140202","2016","9","12","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545721","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shack Soft 35","43.18002","-75.92409","reported","Accurate","Oneida","04140202","2016","9","21","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545722","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Soft Mid","43.17793","-75.92841","reported","Accurate","Oneida","04140202","2016","9","21","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545723","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Buoy 130 South","43.20789","-76.00153","reported","Accurate","Oneida","04140202","2016","9","12","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545724","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shackelton Point","43.17722","-75.9317","reported","Accurate","Oneida","04140202","2016","9","21","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545725","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Dunham Island","43.21235","-76.03303","reported","Accurate","Oneida","04140202","2016","11","17","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545726","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Soft Shallow","43.17685","-75.93015","reported","Accurate","Oneida","04140202","2016","9","21","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545727","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Three Mile Bay","43.23661","-76.03762","reported","Accurate","Oneida","04140202","2016","9","19","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545578","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 30-7","43.21071","-75.9407","reported","Accurate","Oneida","04140202","2014","11","12","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545579","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 30-6","43.20867","-75.94077","reported","Accurate","Oneida","04140202","2014","11","12","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545580","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 30-5","43.16805","-75.89479","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545581","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 30-4","43.16845","-75.89698","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545582","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 30-3","43.17346","-75.90617","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545583","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 35-2","43.18045","-75.90624","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545584","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 25-9","43.1682","-75.90284","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545585","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 25-5","43.16943","-75.90491","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545586","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 25-3","43.18674","-75.90612","reported","Accurate","Oneida","04140202","2014","11","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545598","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 35-7","43.2171","-75.94594","reported","Accurate","Oneida","04140202","2014","11","12","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545599","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2014 35-6","43.21416","-75.94151","reported","Accurate","Oneida","04140202","2014","11","12","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545534","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 35-13","43.1727","-75.89749","reported","Accurate","Oneida","04140202","2013","11","6","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545535","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 35-14","43.1725","-75.88685","reported","Accurate","Oneida","04140202","2013","11","6","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545532","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shack Soft 30","43.18","-75.92791","reported","Accurate","Oneida","04140202","2013","10","16","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545516","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shackelton Point","43.17725","-75.93156","reported","Accurate","Oneida","04140202","2013","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545517","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 25-9","43.19608","-75.94639","reported","Accurate","Oneida","04140202","2013","10","30","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545529","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Buoy 130 South","43.20807","-76.00125","reported","Accurate","Oneida","04140202","2013","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545530","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 25-7","43.23347","-75.99114","reported","Accurate","Oneida","04140202","2013","10","30","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545576","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Buoy 123","43.19997","-75.91862","reported","Accurate","Oneida","04140202","2015","6","10","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545511","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 25-8","43.18782","-75.96265","reported","Accurate","Oneida","04140202","2013","10","30","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
